name,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Skoda Laura Elegance 1.9 TDI  AT,2010,130000,Diesel,Individual,Automatic,Second Owner,385530.0
Hyundai EON 1.0 Era Plus,2017,28838,Petrol,Individual,Manual,First Owner,262099.99
Tata Indica GLS BS IV,2008,200000,Petrol,Individual,Manual,First Owner,115500.0
Tata Indica DLS,2006,100000,Diesel,Individual,Manual,First Owner,66720.0
Maruti Alto 800 LXI Airbag,2014,50000,Petrol,Individual,Manual,First Owner,206750.0
Mahindra Bolero SLX 2WD,2010,190000,Diesel,Individual,Manual,Fourth & Above Owner,266299.98
Mahindra Jeep MM 540,2007,100000,Diesel,Individual,Manual,Second Owner,141800.0
Mahindra Scorpio 1.99 S10,2014,135000,Diesel,Individual,Manual,Second Owner,628550.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,50000,Diesel,Individual,Manual,Third Owner,424139.98
Skoda Octavia Elegance 2.0 TDI AT,2014,135000,Diesel,Individual,Automatic,Third Owner,1264000.0
Chevrolet Beat Diesel LS,2012,50000,Diesel,Individual,Manual,First Owner,171240.0
Honda Jazz 1.5 VX i DTEC,2018,19571,Diesel,Dealer,Manual,First Owner,805619.99
Honda City i-VTEC ZX,2018,29600,Petrol,Dealer,Manual,First Owner,1155400.0
Maruti Swift LXI,2011,70000,Petrol,Individual,Manual,First Owner,176500.0
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,15000,Diesel,Individual,Automatic,First Owner,1075600.0
Maruti Celerio LXI MT BSIV,2019,50000,Petrol,Individual,Manual,First Owner,355000.0
Renault Captur 1.5 Diesel RXT,2017,13500,Diesel,Individual,Manual,First Owner,817550.0
Audi A4 30 TFSI Technology,2018,22000,Petrol,Individual,Automatic,First Owner,3304750.0
Honda Amaze VX Diesel BSIV,2018,25000,Diesel,Dealer,Manual,First Owner,778569.99
Toyota Corolla Altis 1.8 VL AT,2010,80000,Petrol,Individual,Automatic,Third Owner,416980.0
Honda Amaze VX Petrol BSIV,2018,39000,Petrol,Dealer,Manual,First Owner,698920.0
Maruti Alto 800 VXI,2016,60000,Petrol,Individual,Manual,First Owner,235800.0
Honda Amaze VX Diesel BSIV,2018,49000,Diesel,Dealer,Manual,First Owner,799100.0
Honda Amaze VX i-VTEC,2018,48600,Petrol,Dealer,Manual,First Owner,671550.0
Hyundai Grand i10 Asta Option,2017,20000,Petrol,Individual,Manual,Second Owner,533510.0
Mahindra KUV 100 mFALCON G80 K2,2016,25000,Petrol,Individual,Manual,First Owner,416900.0
Maruti Zen Estilo Sports,2008,120000,Petrol,Individual,Manual,First Owner,134550.0
Maruti Ertiga ZDI Plus,2019,30000,Diesel,Individual,Manual,First Owner,1088900.0
Renault Lodgy 85PS RxL,2015,35000,Diesel,Individual,Manual,First Owner,679140.0
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000.0
Audi Q3 2.0 TDI Quattro Premium Plus,2015,127643,Diesel,Dealer,Automatic,First Owner,1802000.0
Tata Zest Revotron 1.2T XMS,2018,54000,Petrol,Dealer,Manual,Second Owner,421719.93
Audi A6 2.0 TDI  Design Edition,2014,102354,Diesel,Dealer,Automatic,First Owner,1733390.0
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,62237,Petrol,Dealer,Automatic,First Owner,1956000.0
Hyundai Santro Xing XL eRLX Euro III,2005,90000,Petrol,Dealer,Manual,Second Owner,111899.11
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,21394,Diesel,Dealer,Manual,First Owner,957949.91
Datsun GO T Petrol,2015,32686,Petrol,Dealer,Manual,First Owner,302340.0
Mahindra Jeep CJ 500 DI,2006,1001,Diesel,Dealer,Manual,First Owner,454399.99
Renault Pulse RxZ,2017,22000,Diesel,Dealer,Manual,First Owner,581399.93
Hyundai Grand i10 Magna,2017,53261,Petrol,Dealer,Manual,First Owner,494800.0
Land Rover Discovery Sport SD4 HSE Luxury,2016,53000,Diesel,Dealer,Automatic,First Owner,1294469.95
Renault KWID 1.0 RXT Optional,2018,10000,Petrol,Dealer,Manual,First Owner,361389.98
Maruti Baleno Alpha 1.3,2017,14000,Diesel,Dealer,Manual,First Owner,824380.0
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,44000,Petrol,Dealer,Manual,First Owner,670079.84
Toyota Etios VD,2014,39895,Diesel,Dealer,Manual,First Owner,596829.89
Chevrolet Cruze LTZ AT,2017,73000,Diesel,Dealer,Automatic,First Owner,1797980.0
Honda City i-VTEC SV,2014,17000,Petrol,Dealer,Manual,First Owner,679349.99
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,18591,Petrol,Dealer,Manual,First Owner,617459.91
Tata Nexon 1.5 Revotorq XZ,2017,26766,Diesel,Dealer,Manual,First Owner,840434.84
Hyundai EON Magna Plus,2015,30000,Petrol,Individual,Manual,First Owner,255937.4925
Tata Sumo Gold EX,2016,42000,Diesel,Individual,Manual,First Owner,491106.83
Honda City i DTEC VX,2014,110000,Diesel,Individual,Manual,First Owner,652500.0
Tata Indica DLE,2005,100000,Diesel,Individual,Manual,First Owner,88450.0
Tata Indica DLS,2006,300000,Diesel,Individual,Manual,Second Owner,82700.0
Tata Indigo LX,2009,110000,Diesel,Individual,Manual,Third Owner,125700.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,27620,Diesel,Dealer,Manual,First Owner,871219.94
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,70000,Petrol,Individual,Manual,First Owner,424849.93
Honda City S,2012,50000,Petrol,Individual,Manual,Second Owner,307249.97
Maruti Swift Dzire VDI,2015,50000,Diesel,Individual,Manual,First Owner,555254.0476190477
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,46000,Diesel,Individual,Automatic,First Owner,2300719.99
Toyota Innova 2.5 VX 8 STR,2012,82000,Diesel,Individual,Manual,First Owner,822910.0
Maruti Omni MPI STD BSIV,2016,120000,Petrol,Individual,Manual,First Owner,146510.0
Maruti Alto LXi,2006,80000,Petrol,Individual,Manual,Third Owner,97800.0
Tata Indica GLS BS IV,2010,70000,Petrol,Individual,Manual,First Owner,117090.0
Maruti S-Cross Zeta DDiS 200 SH,2018,20000,Diesel,Individual,Manual,First Owner,719870.0
Mahindra Xylo D4 BSIV,2013,200000,Diesel,Individual,Manual,Second Owner,412750.0
Toyota Innova Crysta 2.5 VX BS IV,2011,120000,Diesel,Individual,Manual,First Owner,598689.92
Hyundai Verna CRDi 1.6 AT SX Option,2018,30000,Diesel,Individual,Automatic,First Owner,1172440.0
Toyota Innova 2.5 V Diesel 7-seater,2005,223000,Diesel,Individual,Manual,First Owner,256949.92
Maruti Swift Dzire VDI,2016,60000,Diesel,Individual,Manual,First Owner,568200.0
Hyundai i20 Asta 1.2,2016,40000,Petrol,Individual,Manual,First Owner,532159.88
Mahindra Scorpio S2 7 Seater,2016,161327,Diesel,Individual,Manual,First Owner,653109.99
Hyundai i10 Magna 1.2 iTech SE,2009,60000,Petrol,Individual,Manual,Third Owner,169249.91
Mahindra Bolero DI,2007,50000,Diesel,Individual,Manual,First Owner,240840.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,6000,Petrol,Individual,Manual,First Owner,470800.0
Hyundai Santro Xing XS,2009,68000,Petrol,Individual,Manual,Second Owner,148849.98
Chevrolet Beat Diesel LS,2012,85000,Diesel,Individual,Manual,First Owner,156810.0
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,70000,Diesel,Individual,Automatic,First Owner,631590.0
Maruti Esteem VX,1999,35000,Petrol,Individual,Manual,Second Owner,74949.97
Maruti Swift Vdi BSIII,2010,100000,Diesel,Individual,Manual,Second Owner,206949.94
Honda Amaze S i-Dtech,2015,110000,Diesel,Individual,Manual,First Owner,467609.99
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,195000,Diesel,Individual,Automatic,Second Owner,788540.0
Maruti Alto 800 LXI,2015,46000,Petrol,Individual,Manual,Second Owner,227646.64666666667
Maruti Alto LXi BSIII,2008,60000,Petrol,Individual,Manual,Second Owner,106041.98
Datsun RediGO T Option,2017,46000,Petrol,Individual,Manual,First Owner,249200.0
Hyundai Grand i10 CRDi Sportz,2015,42000,Diesel,Individual,Manual,First Owner,421190.0
Hyundai Santro Xing XG AT,2006,90000,Petrol,Individual,Automatic,Second Owner,193639.97
Skoda Yeti Ambition 4X2,2012,85000,Diesel,Individual,Manual,Second Owner,493270.0
Hyundai Verna 1.6 SX,2012,120000,Diesel,Individual,Manual,Third Owner,402530.0
Ford Ecosport 1.5 DV5 MT Titanium,2013,72000,Diesel,Individual,Manual,First Owner,405000.0
Maruti Wagon R LXI CNG,2013,71000,CNG,Individual,Manual,Second Owner,256350.0
Maruti Swift Dzire VXi,2009,110000,Petrol,Individual,Manual,Fourth & Above Owner,231260.0
Maruti Wagon R LXI CNG,2013,71000,CNG,Individual,Manual,Second Owner,256350.0
Volkswagen Polo Diesel Trendline 1.2L,2010,144000,Diesel,Individual,Manual,Fourth & Above Owner,268559.98
Maruti Eeco 5 Seater AC BSIV,2017,30000,Petrol,Dealer,Manual,First Owner,308130.0
Hyundai Verna SX,2007,65000,Petrol,Dealer,Manual,First Owner,132200.0
Honda Jazz 1.5 VX i DTEC,2015,38000,Diesel,Individual,Manual,First Owner,498570.0
Maruti SX4 Celebration Petrol,2012,90000,Petrol,Individual,Manual,Second Owner,223210.0
Hyundai i20 Active S Diesel,2018,37000,Diesel,Dealer,Manual,First Owner,671250.0
Maruti Alto 800 LXI,2018,30000,Petrol,Dealer,Manual,First Owner,289150.0
Honda Amaze V CVT Petrol BSIV,2018,26000,Petrol,Dealer,Automatic,First Owner,758010.0
Maruti Ciaz ZXi,2016,30000,Petrol,Dealer,Manual,First Owner,616100.0
Hyundai i20 Active SX Petrol,2016,23000,Petrol,Dealer,Manual,First Owner,547649.99
Hyundai i10 Magna,2012,40000,Petrol,Dealer,Manual,First Owner,246449.96
Nissan Terrano XL 85 PS,2014,27000,Diesel,Dealer,Manual,First Owner,611300.0
Tata New Safari DICOR 2.2 EX 4x2,2012,65000,Diesel,Dealer,Manual,First Owner,360549.94
Hyundai EON Magna Plus,2015,32000,Petrol,Dealer,Manual,First Owner,249250.0
Mahindra Bolero B6,2016,56000,Diesel,Dealer,Manual,First Owner,642440.0
BMW X1 sDrive 20d xLine,2017,30000,Diesel,Individual,Automatic,First Owner,2888500.0
Mahindra Scorpio SLE BS IV,2014,80000,Diesel,Dealer,Manual,First Owner,641010.0
Maruti Swift Dzire 1.2 Vxi BSIV,2014,52000,Petrol,Dealer,Manual,Second Owner,312359.92
Maruti Ertiga ZXI,2014,13250,Petrol,Dealer,Manual,First Owner,579989.95
Maruti Alto LX,2011,36000,Petrol,Dealer,Manual,First Owner,187750.0
Maruti Swift ZDI Plus,2015,73000,Diesel,Dealer,Manual,Second Owner,513129.32
Maruti Alto LX,2004,60000,Petrol,Individual,Manual,First Owner,98950.0
Maruti Wagon R VXI BSIII,2006,60000,Petrol,Individual,Manual,Second Owner,129275.0
Chevrolet Tavera Neo 2 LT L 9 Str,2012,110000,Diesel,Individual,Manual,First Owner,331800.0
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,70000,Diesel,Individual,Manual,Second Owner,200009.99
Renault Duster 85PS Diesel RxL Plus,2013,60000,Diesel,Individual,Manual,Second Owner,377660.0
Maruti Swift Dzire Vdi BSIV,2011,90000,Diesel,Individual,Manual,Fourth & Above Owner,240090.0
Maruti Wagon R VXI BSIII,2004,80000,Petrol,Individual,Manual,Second Owner,125463.33333333334
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,101000,Diesel,Individual,Manual,Second Owner,936610.0
Mahindra Bolero Power Plus SLX,2018,44000,Diesel,Individual,Manual,First Owner,616320.0
Maruti Swift 1.3 VXi,2006,45000,Petrol,Individual,Manual,First Owner,170200.0
Mahindra Scorpio S2 7 Seater,2017,120000,Diesel,Individual,Manual,First Owner,656780.0
Maruti Zen LXI,2005,90000,Petrol,Individual,Manual,Second Owner,90983.32333333333
Maruti Wagon R LXI Minor,2007,120000,Petrol,Individual,Manual,Second Owner,103529.16666666669
Hyundai EON D Lite Plus,2013,13500,Petrol,Individual,Manual,First Owner,246409.45
Renault KWID 1.0 RXT Optional,2017,10000,Petrol,Individual,Manual,First Owner,346790.0
Hyundai Grand i10 Magna,2015,25000,Petrol,Individual,Manual,Third Owner,339799.92
Tata Tigor 1.2 Revotron XT,2018,8500,Petrol,Individual,Manual,First Owner,474479.9
Maruti SX4 Celebration Diesel,2012,120000,Diesel,Individual,Manual,First Owner,269370.0
Volkswagen Polo Diesel Comfortline 1.2L,2012,120000,Diesel,Individual,Manual,First Owner,263199.97
Maruti Alto LXi,2009,90246,Petrol,Individual,Manual,Third Owner,143969.94
Maruti Alto LX BSIII,2008,90000,Petrol,Individual,Manual,Second Owner,103611.9
Maruti Alto LXi BSIII,2010,40000,Petrol,Individual,Manual,Second Owner,162700.0
Maruti Gypsy King Hard Top,2000,60000,Petrol,Individual,Manual,Fourth & Above Owner,138999.97
Renault Duster 85PS Diesel RxL,2017,32000,Diesel,Individual,Manual,Second Owner,675299.93
Tata Manza Club Class Quadrajet90 VX,2013,60400,Diesel,Individual,Manual,First Owner,195429.92
Hyundai Verna CRDi,2008,70950,Diesel,Individual,Manual,Second Owner,181030.0
Hyundai i20 Asta 1.4 CRDi,2013,90000,Diesel,Individual,Manual,First Owner,306500.0
Hyundai Xcent 1.1 CRDi Base,2015,72000,Diesel,Individual,Manual,First Owner,394200.0
Maruti Swift VDI,2013,90000,Diesel,Individual,Manual,First Owner,387335.0
Hyundai i20 Active 1.2 S,2017,10000,Petrol,Individual,Manual,First Owner,598800.0
Maruti Alto 800 LXI,2014,25000,Petrol,Individual,Manual,Second Owner,205127.44
Hyundai Verna CRDi,2009,80000,Diesel,Individual,Manual,Second Owner,238749.99
Hyundai Grand i10 Sportz,2017,10000,Petrol,Individual,Manual,First Owner,434700.0
Maruti Baleno Zeta,2020,1100,Petrol,Individual,Manual,First Owner,539420.0
Maruti Swift VXI Deca,2017,40000,Petrol,Individual,Manual,First Owner,476000.0
Hyundai i10 Sportz 1.1L,2017,10000,Petrol,Individual,Manual,First Owner,643800.0
Hyundai Grand i10 Asta,2014,31491,Petrol,Individual,Manual,First Owner,415799.95
Maruti Swift Dzire VDI,2014,107143,Diesel,Individual,Manual,Second Owner,291520.0
Maruti Ignis 1.2 AMT Delta BSIV,2017,15000,Petrol,Individual,Automatic,First Owner,548999.95
Hyundai Santro Xing GL Plus,2012,50000,Petrol,Individual,Manual,Second Owner,185499.97
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,100000,Diesel,Individual,Manual,First Owner,1292500.0
Mahindra Bolero Power Plus LX,2016,60000,Diesel,Individual,Manual,First Owner,524999.98
Maruti Vitara Brezza ZDi Plus,2016,85000,Diesel,Individual,Manual,First Owner,800119.31
Maruti Swift 1.2 DLX,2014,40000,Petrol,Individual,Manual,Second Owner,327580.0
Hyundai i10 Magna 1.2 iTech SE,2011,80000,Petrol,Individual,Manual,Second Owner,214469.94
Maruti Swift Dzire VDi,2008,82000,Diesel,Individual,Manual,Second Owner,238750.0
Maruti Zen Estilo 1.1 VXI BSIII,2008,70000,Petrol,Individual,Manual,Second Owner,124092.0
Maruti A-Star Vxi,2009,70000,Petrol,Individual,Manual,Third Owner,163590.0
Mahindra KUV 100 mFALCON D75 K6,2016,20000,Diesel,Individual,Manual,First Owner,525790.0
Tata Nano Cx BSIV,2012,35000,Petrol,Individual,Manual,Second Owner,66390.0
Mahindra Xylo D4,2017,80000,Diesel,Individual,Manual,First Owner,614200.0
Tata Nano Lx,2011,40000,Petrol,Individual,Manual,First Owner,66720.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,46412,Diesel,Individual,Manual,First Owner,1291570.0
Mahindra Bolero SLX 2WD BSIII,2011,150000,Diesel,Individual,Manual,Fourth & Above Owner,355939.99
Mahindra TUV 300 T4,2016,50000,Diesel,Individual,Manual,First Owner,707849.97
Tata Safari Storme VX Varicor 400,2018,15000,Diesel,Individual,Manual,First Owner,1094149.99
Hyundai i10 Magna 1.2 iTech SE,2012,60000,Petrol,Individual,Manual,Second Owner,243079.93
Maruti Baleno Delta Automatic,2018,25000,Petrol,Individual,Automatic,First Owner,553449.99
Maruti Alto 800 LXI,2012,90000,Petrol,Individual,Manual,Third Owner,200727.97
Chevrolet Spark 1.0 LT,2011,60000,Petrol,Individual,Manual,First Owner,156000.0
Ford Figo Diesel Celebration Edition,2013,65000,Diesel,Individual,Manual,First Owner,280349.99
Maruti Alto LX,2011,40000,Petrol,Individual,Manual,First Owner,175850.0
Maruti Vitara Brezza VDi,2018,50000,Diesel,Individual,Manual,First Owner,774050.0
Tata Indica Vista Quadrajet LX,2012,80000,Diesel,Individual,Manual,Third Owner,151002.8571428571
Tata Indica Vista TDI LS,2010,107500,Diesel,Dealer,Manual,First Owner,138950.0
Tata Indica Vista TDI LS,2013,135000,Diesel,Dealer,Manual,Second Owner,227170.0
Maruti Alto LXi,2007,43826,Petrol,Dealer,Manual,Second Owner,95200.0
Hyundai i20 Active S Petrol,2016,55838,Petrol,Dealer,Manual,First Owner,541960.0
Maruti Swift VDI BSIV,2007,112880,Diesel,Dealer,Manual,First Owner,218160.0
Tata Indica Vista Terra Quadrajet 1.3L,2011,90000,Diesel,Individual,Manual,Third Owner,137360.0
Nissan Sunny XL,2012,40000,Petrol,Individual,Manual,First Owner,311429.95
Hyundai Verna 1.6 SX VTVT (O),2013,66000,Petrol,Individual,Manual,First Owner,394350.0
Renault KWID 1.0 RXT Optional,2017,30300,Petrol,Individual,Manual,First Owner,390629.95
Volkswagen Vento Diesel Style Limited Edition,2013,85000,Diesel,Individual,Manual,Second Owner,360439.96
Maruti Swift Dzire VXi,2009,80659,Petrol,Dealer,Manual,First Owner,234749.99
Chevrolet Aveo 1.4 LS,2008,81324,Petrol,Dealer,Manual,First Owner,136060.0
Honda Amaze S i-Dtech,2013,127884,Diesel,Dealer,Manual,First Owner,330240.0
Chevrolet Beat PS,2015,50000,Petrol,Individual,Manual,First Owner,219070.0
Chevrolet Beat PS,2016,25000,Petrol,Individual,Manual,First Owner,297700.0
Honda Amaze S i-Dtech,2015,66755,Diesel,Dealer,Manual,First Owner,360559.98
Honda City E,2013,123084,Petrol,Dealer,Manual,First Owner,374199.99
Maruti Swift VXI BSIII,2009,806599,Petrol,Dealer,Manual,First Owner,219199.99
Honda Amaze S i-Dtech,2013,95851,Diesel,Dealer,Manual,First Owner,332380.0
Maruti Wagon R VXI Minor ABS,2010,50000,Petrol,Individual,Manual,First Owner,253299.99
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008,50000,Petrol,Individual,Manual,Second Owner,151112.0
Maruti Esteem Vxi - BSIII,2006,60000,Petrol,Individual,Manual,Second Owner,95242.0
Maruti Alto 800 LXI,2015,15000,Petrol,Individual,Manual,Second Owner,294749.98
Mahindra Xylo H4 ABS,2016,40000,Diesel,Individual,Manual,First Owner,913350.0
Datsun GO Plus T Option BSIV,2017,20000,Petrol,Individual,Manual,Second Owner,337930.0
Hyundai Elantra CRDi (Leather Option),2006,120000,Diesel,Individual,Manual,Third Owner,122949.99
Chevrolet Beat Diesel LT,2012,110000,Diesel,Individual,Manual,First Owner,201039.99
Toyota Corolla Altis D-4D J,2014,234000,Diesel,Individual,Manual,First Owner,631759.99
Hyundai i20 1.4 CRDi Era,2011,70000,Diesel,Individual,Manual,First Owner,262929.99
Tata Indica Vista Aqua 1.3 Quadrajet,2010,110000,Diesel,Individual,Manual,Second Owner,106510.0
Hyundai Verna XXi (Petrol),2007,84000,Petrol,Individual,Manual,Second Owner,106950.0
Nissan Sunny Diesel XV,2012,170000,Diesel,Individual,Manual,First Owner,332290.0
Datsun RediGO T Option,2017,40000,Petrol,Individual,Manual,First Owner,240749.99
Maruti Wagon R LX,2006,96000,Petrol,Individual,Manual,Second Owner,80950.0
Tata Indigo LS,2009,20000,Diesel,Individual,Manual,First Owner,121100.0
Ford Figo Aspire 1.2 Ti-VCT Trend,2016,15000,Petrol,Individual,Manual,First Owner,430200.0
Hyundai Santro Xing XK (Non-AC),2007,50000,Petrol,Individual,Manual,First Owner,101560.0
Volkswagen Passat 1.8 TSI MT,2010,80000,Petrol,Individual,Manual,Second Owner,443589.96
Toyota Etios GD,2012,124000,Diesel,Individual,Manual,First Owner,309609.98
Chevrolet Beat Diesel LS,2013,70000,Diesel,Individual,Manual,First Owner,163840.0
Ford Figo Diesel LXI,2012,130000,Diesel,Individual,Manual,Second Owner,234359.99
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017,19014,Petrol,Dealer,Manual,First Owner,694580.0
Toyota Corolla Executive (HE),2009,23262,Petrol,Dealer,Manual,First Owner,320880.0
Ford Freestyle Titanium Diesel BSIV,2016,29600,Diesel,Dealer,Manual,First Owner,633869.99
Hyundai i10 Sportz 1.1L,2015,35925,Petrol,Dealer,Manual,First Owner,332459.91
Maruti Ignis 1.2 Zeta BSIV,2018,12000,Petrol,Individual,Manual,First Owner,489750.0
Toyota Etios V,2013,40771,Petrol,Dealer,Manual,First Owner,369239.97
Maruti Celerio VXI AT,2015,30500,Petrol,Dealer,Automatic,Second Owner,421620.0
Toyota Etios Liva 1.2 G,2014,42000,Petrol,Dealer,Manual,Second Owner,384559.99
Toyota Corolla H6,2007,55800,Petrol,Dealer,Manual,Second Owner,287999.99
Renault Duster RXL AWD,2014,66569,Diesel,Dealer,Manual,First Owner,536800.0
Volkswagen Polo 1.5 TDI Trendline,2014,81358,Diesel,Dealer,Manual,First Owner,453400.0
Volkswagen Polo 1.5 TDI Comfortline,2015,82695,Diesel,Dealer,Manual,First Owner,484400.0
Ford Figo Diesel EXI,2014,68293,Diesel,Dealer,Manual,Second Owner,319719.95
Honda Jazz VX CVT,2016,32000,Petrol,Dealer,Automatic,First Owner,663400.0
Maruti Swift Dzire Tour LDI,2014,190621,Diesel,Dealer,Manual,First Owner,362500.0
Hyundai Verna CRDi 1.6 SX Option,2018,60000,Diesel,Individual,Manual,First Owner,851720.0
Maruti 800 Std MPFi,2006,64700,Petrol,Individual,Manual,First Owner,84680.0
Maruti 800 AC,2002,100000,Petrol,Individual,Manual,Second Owner,68254.99
Tata Zest Quadrajet 1.3 75PS XE,2016,88470,Diesel,Individual,Manual,First Owner,402139.94
Hyundai Verna 1.6 CRDI SX Option,2016,75000,Diesel,Individual,Manual,First Owner,791079.99
Volkswagen Vento Diesel Highline,2013,120000,Diesel,Individual,Manual,Second Owner,354549.93
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,35000,Diesel,Individual,Automatic,First Owner,2042080.0
Toyota Etios 1.4 VXD,2017,70000,Diesel,Individual,Manual,First Owner,651300.0
Toyota Fortuner 2.8 2WD AT BSIV,2017,57000,Diesel,Individual,Automatic,First Owner,2934230.0
Maruti Alto 800 VXI,2020,1000,Petrol,Individual,Manual,First Owner,391210.0
Mahindra Quanto C6,2013,120000,Diesel,Individual,Manual,Second Owner,271630.0
Volkswagen Vento 1.5 TDI Highline,2015,98000,Diesel,Dealer,Manual,First Owner,501200.0
Maruti Ciaz ZDi,2014,90000,Diesel,Dealer,Manual,Second Owner,585270.0
Volkswagen Ameo 1.5 TDI Comfortline,2018,70000,Diesel,Individual,Manual,First Owner,663300.0
